open,high,low,close,5. volume,market cap
0.14620000,0.14800000,0.14610000,0.14750000,399228.00000000,399228.00000000
0.14280000,0.14800000,0.13870000,0.14630000,13048020.00000000,13048020.00000000
0.14640000,0.14790000,0.14260000,0.14290000,17084877.00000000,17084877.00000000
0.13640000,0.14650000,0.13470000,0.14640000,21445635.00000000,21445635.00000000
0.13420000,0.13830000,0.12810000,0.13630000,17675396.00000000,17675396.00000000
0.12790000,0.13500000,0.12620000,0.13440000,16065725.00000000,16065725.00000000
0.13300000,0.13690000,0.12730000,0.12810000,24101765.00000000,24101765.00000000
0.13980000,0.17740000,0.13280000,0.13310000,44313916.00000000,44313916.00000000
0.14560000,0.14810000,0.13770000,0.13980000,14678869.00000000,14678869.00000000
0.15280000,0.15610000,0.13670000,0.14560000,23330754.00000000,23330754.00000000
0.14290000,0.15650000,0.14150000,0.15280000,22155162.00000000,22155162.00000000
0.13680000,0.14990000,0.13600000,0.14290000,18895344.00000000,18895344.00000000
0.13690000,0.14900000,0.13220000,0.13690000,21329872.00000000,21329872.00000000
0.14640000,0.14740000,0.13600000,0.13700000,15547857.00000000,15547857.00000000
0.13970000,0.14760000,0.13610000,0.14620000,11576956.00000000,11576956.00000000
0.15060000,0.15150000,0.13830000,0.13980000,17330659.00000000,17330659.00000000
0.15810000,0.16110000,0.14640000,0.15060000,20116257.00000000,20116257.00000000
0.16860000,0.16870000,0.15680000,0.15820000,18120717.00000000,18120717.00000000
0.16800000,0.17410000,0.16370000,0.16850000,23411130.00000000,23411130.00000000
0.15240000,0.16820000,0.14810000,0.16800000,24550379.00000000,24550379.00000000
0.16350000,0.16850000,0.14910000,0.15220000,20628740.00000000,20628740.00000000
0.17030000,0.17500000,0.16230000,0.16340000,14797312.00000000,14797312.00000000
0.15960000,0.17370000,0.15590000,0.17030000,26975037.00000000,26975037.00000000
0.16130000,0.16180000,0.13370000,0.15940000,53671562.00000000,53671562.00000000
0.17440000,0.18000000,0.16110000,0.16130000,30373365.00000000,30373365.00000000
0.15900000,0.17430000,0.15580000,0.17410000,34958633.00000000,34958633.00000000
0.17680000,0.18680000,0.15800000,0.15890000,43950109.00000000,43950109.00000000
0.19010000,0.19050000,0.17100000,0.17700000,30753224.00000000,30753224.00000000
0.18900000,0.19460000,0.18010000,0.19020000,31331058.00000000,31331058.00000000
0.21410000,0.21420000,0.18850000,0.18910000,70998329.00000000,70998329.00000000
0.23990000,0.24530000,0.21180000,0.21400000,59459340.00000000,59459340.00000000
0.22890000,0.24750000,0.22550000,0.24010000,52339323.00000000,52339323.00000000
0.21310000,0.23370000,0.21090000,0.22870000,54430604.00000000,54430604.00000000
0.19590000,0.21440000,0.18700000,0.21290000,34114064.00000000,34114064.00000000
0.21210000,0.21940000,0.19560000,0.19560000,26121965.00000000,26121965.00000000
0.19000000,0.22220000,0.18930000,0.21190000,62732178.00000000,62732178.00000000
0.20490000,0.22050000,0.18700000,0.19000000,46865397.00000000,46865397.00000000
0.20000000,0.22220000,0.19270000,0.20480000,79463602.00000000,79463602.00000000
0.17610000,0.21470000,0.16960000,0.20000000,66802929.00000000,66802929.00000000
0.16730000,0.19120000,0.16510000,0.17590000,75169633.00000000,75169633.00000000
0.16330000,0.17410000,0.15890000,0.16730000,25579139.00000000,25579139.00000000
0.16140000,0.17000000,0.15830000,0.16330000,24738519.00000000,24738519.00000000
0.16990000,0.17880000,0.16010000,0.16140000,59577737.00000000,59577737.00000000
0.13590000,0.18400000,0.13390000,0.16980000,104182338.00000000,104182338.00000000
0.12880000,0.13760000,0.12520000,0.13610000,22920426.00000000,22920426.00000000
0.13450000,0.13690000,0.12690000,0.12880000,18474019.00000000,18474019.00000000
0.13040000,0.13870000,0.12980000,0.13450000,18634259.00000000,18634259.00000000
0.12770000,0.13100000,0.12120000,0.13050000,12556715.00000000,12556715.00000000
0.13070000,0.13440000,0.12560000,0.12750000,14273065.00000000,14273065.00000000
0.12770000,0.13310000,0.12690000,0.13050000,15827055.00000000,15827055.00000000
0.11970000,0.12820000,0.11760000,0.12770000,17864292.00000000,17864292.00000000
0.12230000,0.12560000,0.11560000,0.11990000,15587354.00000000,15587354.00000000
0.12100000,0.13480000,0.11900000,0.12210000,20940251.00000000,20940251.00000000
0.11970000,0.12400000,0.11710000,0.12080000,17639831.00000000,17639831.00000000
0.12470000,0.12530000,0.10510000,0.11970000,47556443.00000000,47556443.00000000
0.12110000,0.12970000,0.11770000,0.12470000,33051526.00000000,33051526.00000000
0.13800000,0.14110000,0.11230000,0.12110000,58640954.60000000,58640954.60000000
0.16890000,0.17310000,0.13440000,0.13800000,40537322.00000000,40537322.00000000
0.16870000,0.18160000,0.16780000,0.16930000,23098341.00000000,23098341.00000000
