open,high,low,close,5. volume,market cap
0.99960000,0.99960000,0.99950000,0.99950000,2920814.00000000,2920814.00000000
0.99960000,0.99960000,0.99920000,0.99960000,19439883.00000000,19439883.00000000
0.99970000,0.99970000,0.99950000,0.99960000,16510590.00000000,16510590.00000000
0.99970000,0.99980000,0.99950000,0.99970000,29864371.00000000,29864371.00000000
0.99990000,0.99990000,0.99970000,0.99970000,19640571.00000000,19640571.00000000
0.99980000,1.00000000,0.99970000,0.99990000,27640247.00000000,27640247.00000000
1.00000000,1.00000000,0.99970000,0.99980000,14166910.00000000,14166910.00000000
1.00000000,1.00000000,0.99990000,1.00000000,16277180.00000000,16277180.00000000
0.99960000,1.00000000,0.99950000,1.00000000,23853201.00000000,23853201.00000000
0.99970000,0.99980000,0.99950000,0.99960000,27828048.00000000,27828048.00000000
0.99990000,1.00000000,0.99970000,0.99970000,30589178.00000000,30589178.00000000
0.99980000,1.00000000,0.99980000,0.99990000,25333765.00000000,25333765.00000000
0.99990000,1.00000000,0.99980000,0.99990000,37026066.00000000,37026066.00000000
0.99990000,1.00000000,0.99980000,0.99990000,17521630.00000000,17521630.00000000
0.99990000,0.99990000,0.99980000,0.99990000,14973274.00000000,14973274.00000000
1.00000000,1.00010000,0.99980000,0.99980000,32444088.00000000,32444088.00000000
0.99970000,1.00010000,0.99960000,1.00000000,17781112.00000000,17781112.00000000
0.99960000,0.99970000,0.99950000,0.99960000,20611908.00000000,20611908.00000000
0.99970000,0.99980000,0.99950000,0.99960000,46517121.00000000,46517121.00000000
0.99960000,0.99970000,0.99960000,0.99970000,25590826.00000000,25590826.00000000
0.99950000,0.99970000,0.99950000,0.99960000,12242782.00000000,12242782.00000000
0.99960000,0.99960000,0.99950000,0.99950000,7509122.00000000,7509122.00000000
0.99960000,0.99970000,0.99950000,0.99960000,29593948.00000000,29593948.00000000
0.99950000,0.99980000,0.99950000,0.99960000,32035624.00000000,32035624.00000000
0.99960000,0.99960000,0.99950000,0.99960000,24595370.00000000,24595370.00000000
0.99950000,0.99960000,0.99950000,0.99950000,18291191.00000000,18291191.00000000
0.99960000,0.99960000,0.99950000,0.99950000,15817388.00000000,15817388.00000000
0.99940000,0.99960000,0.99940000,0.99960000,11785502.00000000,11785502.00000000
0.99950000,0.99950000,0.99940000,0.99950000,10645087.00000000,10645087.00000000
0.99940000,0.99950000,0.99940000,0.99950000,10972492.00000000,10972492.00000000
0.99950000,0.99950000,0.99940000,0.99940000,9448258.00000000,9448258.00000000
0.99940000,0.99950000,0.99940000,0.99940000,9117781.00000000,9117781.00000000
0.99950000,0.99950000,0.99940000,0.99940000,11950523.00000000,11950523.00000000
0.99940000,0.99950000,0.99940000,0.99940000,24055974.00000000,24055974.00000000
0.99940000,0.99950000,0.99940000,0.99950000,27230954.00000000,27230954.00000000
0.99940000,0.99950000,0.99930000,0.99950000,28200403.00000000,28200403.00000000
0.99930000,0.99940000,0.99930000,0.99940000,27111397.00000000,27111397.00000000
0.99940000,0.99940000,0.99930000,0.99940000,28611956.00000000,28611956.00000000
0.99940000,0.99950000,0.99930000,0.99930000,35151860.00000000,35151860.00000000
0.99940000,0.99950000,0.99940000,0.99940000,37597456.00000000,37597456.00000000
0.99950000,0.99950000,0.99940000,0.99940000,19993459.00000000,19993459.00000000
0.99950000,0.99950000,0.99940000,0.99940000,11728042.00000000,11728042.00000000
0.99970000,0.99980000,0.99940000,0.99950000,10453815.00000000,10453815.00000000
0.99970000,0.99980000,0.99970000,0.99970000,26641561.00000000,26641561.00000000
0.99980000,0.99980000,0.99970000,0.99980000,26627045.00000000,26627045.00000000
0.99970000,0.99980000,0.99970000,0.99970000,26552943.00000000,26552943.00000000
0.99970000,0.99980000,0.99970000,0.99980000,26859466.00000000,26859466.00000000
0.99970000,0.99980000,0.99970000,0.99980000,28551516.00000000,28551516.00000000
0.99970000,0.99980000,0.99970000,0.99970000,24727834.00000000,24727834.00000000
0.99980000,0.99980000,0.99970000,0.99980000,21198029.00000000,21198029.00000000
0.99960000,0.99980000,0.99950000,0.99970000,39177791.00000000,39177791.00000000
0.99950000,0.99970000,0.99950000,0.99970000,23302580.00000000,23302580.00000000
0.99970000,0.99970000,0.99950000,0.99950000,20930598.00000000,20930598.00000000
0.99960000,0.99970000,0.99960000,0.99960000,22142533.00000000,22142533.00000000
0.99980000,0.99990000,0.99960000,0.99970000,23036914.00000000,23036914.00000000
0.99980000,0.99990000,0.99980000,0.99990000,29870859.00000000,29870859.00000000
0.99990000,1.00000000,0.99980000,0.99980000,28820626.00000000,28820626.00000000
0.99990000,1.00000000,0.99980000,0.99990000,25148406.00000000,25148406.00000000
0.99980000,0.99990000,0.99970000,0.99980000,29995552.00000000,29995552.00000000
0.99980000,0.99980000,0.99970000,0.99970000,26604144.00000000,26604144.00000000
0.99980000,0.99980000,0.99970000,0.99970000,24486244.00000000,24486244.00000000
0.99970000,0.99980000,0.99970000,0.99970000,20660246.00000000,20660246.00000000
0.99970000,0.99980000,0.99970000,0.99980000,30224387.00000000,30224387.00000000
0.99980000,0.99980000,0.99970000,0.99970000,30240627.00000000,30240627.00000000
0.99960000,0.99980000,0.99960000,0.99970000,25103302.00000000,25103302.00000000
0.99980000,0.99980000,0.99960000,0.99960000,18227675.00000000,18227675.00000000
0.99990000,0.99990000,0.99970000,0.99970000,17081075.00000000,17081075.00000000
0.99980000,0.99990000,0.99980000,0.99980000,29082125.00000000,29082125.00000000
0.99990000,1.00000000,0.99980000,0.99990000,28775778.00000000,28775778.00000000
1.00000000,1.00010000,0.99990000,1.00000000,28317842.00000000,28317842.00000000
1.00030000,1.00030000,1.00000000,1.00000000,37253699.00000000,37253699.00000000
1.00030000,1.00030000,1.00010000,1.00030000,43161604.00000000,43161604.00000000
1.00010000,1.00030000,1.00010000,1.00030000,37533863.00000000,37533863.00000000
1.00020000,1.00020000,1.00000000,1.00020000,41475842.00000000,41475842.00000000
0.99990000,1.00020000,0.99980000,1.00020000,39700275.00000000,39700275.00000000
0.99990000,0.99990000,0.99970000,0.99980000,20101716.00000000,20101716.00000000
0.99990000,1.00000000,0.99980000,0.99980000,18943053.00000000,18943053.00000000
1.00000000,1.00010000,0.99990000,1.00000000,41124008.00000000,41124008.00000000
0.99990000,1.00000000,0.99990000,0.99990000,31400655.00000000,31400655.00000000
1.00000000,1.00000000,0.99990000,0.99990000,30192628.00000000,30192628.00000000
0.99990000,1.00000000,0.99980000,0.99990000,41383701.00000000,41383701.00000000
0.99960000,0.99990000,0.99950000,0.99980000,52487172.00000000,52487172.00000000
0.99960000,0.99960000,0.99950000,0.99950000,33424552.00000000,33424552.00000000
0.99950000,0.99960000,0.99950000,0.99950000,25789098.00000000,25789098.00000000
0.99950000,0.99960000,0.99950000,0.99960000,39049364.00000000,39049364.00000000
0.99970000,0.99980000,0.99950000,0.99960000,41057819.00000000,41057819.00000000
0.99970000,0.99980000,0.99970000,0.99980000,33201878.00000000,33201878.00000000
0.99980000,0.99980000,0.99970000,0.99970000,32826213.00000000,32826213.00000000
0.99970000,0.99980000,0.99970000,0.99980000,29087189.00000000,29087189.00000000
0.99970000,0.99980000,0.99960000,0.99980000,30302386.00000000,30302386.00000000
0.99980000,0.99980000,0.99960000,0.99960000,30427028.00000000,30427028.00000000
0.99970000,0.99980000,0.99970000,0.99970000,40704771.00000000,40704771.00000000
0.99980000,0.99980000,0.99970000,0.99970000,39655015.00000000,39655015.00000000
0.99980000,0.99980000,0.99970000,0.99980000,40159819.00000000,40159819.00000000
0.99970000,0.99990000,0.99970000,0.99980000,44036971.00000000,44036971.00000000
0.99980000,0.99980000,0.99970000,0.99980000,41088445.00000000,41088445.00000000
0.99940000,0.99990000,0.99940000,0.99970000,47554353.00000000,47554353.00000000
0.99940000,0.99950000,0.99940000,0.99940000,48455776.00000000,48455776.00000000
0.99960000,0.99970000,0.99940000,0.99950000,57958710.00000000,57958710.00000000
0.99970000,0.99970000,0.99960000,0.99960000,33676260.00000000,33676260.00000000
0.99900000,0.99970000,0.99900000,0.99960000,64291561.00000000,64291561.00000000
0.99910000,0.99910000,0.99900000,0.99910000,47622553.00000000,47622553.00000000
0.99900000,0.99910000,0.99870000,0.99910000,72468429.00000000,72468429.00000000
0.99870000,0.99920000,0.99870000,0.99900000,85829196.00000000,85829196.00000000
0.99880000,0.99890000,0.99850000,0.99880000,68654488.00000000,68654488.00000000
0.99950000,0.99950000,0.99100000,0.99880000,95646586.00000000,95646586.00000000
0.99920000,0.99960000,0.99920000,0.99940000,74822518.00000000,74822518.00000000
0.99940000,0.99940000,0.99920000,0.99920000,73746623.00000000,73746623.00000000
0.99910000,0.99940000,0.99910000,0.99940000,57324510.00000000,57324510.00000000
0.99920000,0.99920000,0.99910000,0.99910000,66475617.00000000,66475617.00000000
0.99960000,0.99960000,0.99910000,0.99910000,78624745.00000000,78624745.00000000
0.99940000,0.99970000,0.99940000,0.99960000,89539170.00000000,89539170.00000000
0.99940000,0.99970000,0.99930000,0.99950000,87806480.00000000,87806480.00000000
0.99940000,0.99940000,0.99870000,0.99930000,99889440.00000000,99889440.00000000
0.99980000,0.99980000,0.99930000,0.99930000,88693513.00000000,88693513.00000000
0.99970000,0.99980000,0.99960000,0.99970000,46449263.00000000,46449263.00000000
0.99940000,1.00000000,0.99930000,0.99970000,66766558.00000000,66766558.00000000
0.99930000,0.99970000,0.99920000,0.99930000,67502831.00000000,67502831.00000000
0.99930000,0.99980000,0.99920000,0.99920000,80489779.00000000,80489779.00000000
0.99910000,0.99940000,0.99910000,0.99940000,70991706.00000000,70991706.00000000
0.99960000,0.99970000,0.99910000,0.99910000,73198446.00000000,73198446.00000000
0.99970000,0.99970000,0.99950000,0.99950000,58401838.00000000,58401838.00000000
0.99970000,0.99970000,0.99960000,0.99960000,62112815.00000000,62112815.00000000
0.99990000,1.00000000,0.99940000,0.99970000,49151955.00000000,49151955.00000000
0.99980000,1.00000000,0.99970000,0.99990000,48168363.00000000,48168363.00000000
0.99980000,0.99980000,0.99970000,0.99970000,45418786.00000000,45418786.00000000
0.99960000,0.99990000,0.99960000,0.99980000,89738845.00000000,89738845.00000000
0.99960000,0.99990000,0.99960000,0.99970000,9663554.00000000,9663554.00000000
0.99950000,0.99980000,0.99950000,0.99960000,13699100.00000000,13699100.00000000
0.99980000,1.00000000,0.99950000,0.99960000,13483680.00000000,13483680.00000000
0.99950000,0.99980000,0.99930000,0.99980000,14504761.00000000,14504761.00000000
0.99930000,0.99970000,0.99920000,0.99950000,7865754.00000000,7865754.00000000
0.99920000,0.99930000,0.99920000,0.99930000,5258516.00000000,5258516.00000000
0.99910000,0.99930000,0.99910000,0.99920000,10015892.00000000,10015892.00000000
0.99920000,0.99930000,0.99910000,0.99910000,9128546.00000000,9128546.00000000
0.99940000,0.99940000,0.99910000,0.99930000,8613471.00000000,8613471.00000000
