open,high,low,close,5. volume,market cap
32.70000000,33.22000000,32.52000000,32.93000000,157828.69000000,157828.69000000
28.18000000,33.18000000,28.13000000,32.70000000,5370007.05000000,5370007.05000000
28.47000000,28.88000000,27.27000000,28.18000000,3084729.64000000,3084729.64000000
28.05000000,31.50000000,27.30000000,28.47000000,7168823.48000000,7168823.48000000
26.52000000,28.09000000,25.35000000,28.06000000,2606442.46000000,2606442.46000000
26.60000000,27.29000000,25.17000000,26.52000000,2559512.52000000,2559512.52000000
26.70000000,28.67000000,25.84000000,26.62000000,3441342.80000000,3441342.80000000
25.37000000,27.70000000,24.63000000,26.71000000,3481392.38000000,3481392.38000000
27.32000000,28.42000000,25.24000000,25.39000000,3923685.05000000,3923685.05000000
28.49000000,31.00000000,25.95000000,27.32000000,8650601.78000000,8650601.78000000
22.35000000,29.00000000,21.40000000,28.44000000,8791019.68000000,8791019.68000000
22.56000000,24.45000000,21.89000000,22.35000000,6677587.57000000,6677587.57000000
17.80000000,22.89000000,17.63000000,22.57000000,8082693.51000000,8082693.51000000
17.24000000,19.61000000,16.80000000,17.81000000,3987516.93000000,3987516.93000000
18.39000000,18.92000000,16.73000000,17.24000000,3019442.64000000,3019442.64000000
18.33000000,21.10000000,17.50000000,18.39000000,6595704.10000000,6595704.10000000
17.90000000,19.67000000,17.36000000,18.33000000,4852450.06000000,4852450.06000000
17.44000000,19.50000000,16.84000000,17.90000000,4714013.23000000,4714013.23000000
16.27000000,19.90000000,16.08000000,17.45000000,9595827.41000000,9595827.41000000
11.22000000,16.54000000,11.09000000,16.29000000,5542849.64000000,5542849.64000000
12.26000000,13.40000000,11.02000000,11.22000000,3768711.10000000,3768711.10000000
10.56000000,12.83000000,10.40000000,12.27000000,4165167.94000000,4165167.94000000
9.53000000,10.70000000,9.24000000,10.55000000,1747493.85000000,1747493.85000000
9.29000000,9.71000000,8.38000000,9.53000000,3162234.94000000,3162234.94000000
8.96000000,10.48000000,8.91000000,9.29000000,2593849.72000000,2593849.72000000
8.55000000,9.12000000,8.20000000,8.96000000,1964772.28000000,1964772.28000000
9.36000000,10.44000000,8.48000000,8.54000000,3223910.15000000,3223910.15000000
9.68000000,9.85000000,8.94000000,9.35000000,985203.19000000,985203.19000000
10.03000000,10.13000000,9.35000000,9.69000000,831280.53000000,831280.53000000
9.93000000,10.24000000,9.58000000,10.03000000,998785.89000000,998785.89000000
10.56000000,11.21000000,9.88000000,9.93000000,2135196.52000000,2135196.52000000
10.38000000,10.95000000,10.12000000,10.57000000,1584083.30000000,1584083.30000000
9.33000000,10.54000000,9.33000000,10.39000000,1425966.94000000,1425966.94000000
9.38000000,9.56000000,9.02000000,9.35000000,746343.95000000,746343.95000000
9.53000000,9.66000000,9.08000000,9.39000000,1099390.97000000,1099390.97000000
9.83000000,9.91000000,9.29000000,9.54000000,999080.98000000,999080.98000000
10.96000000,11.00000000,9.65000000,9.82000000,1405642.57000000,1405642.57000000
12.01000000,12.20000000,10.89000000,10.97000000,2368383.52000000,2368383.52000000
10.54000000,12.21000000,10.14000000,12.00000000,3340294.67000000,3340294.67000000
11.09000000,11.14000000,10.06000000,10.53000000,1647802.55000000,1647802.55000000
10.56000000,11.50000000,10.34000000,11.09000000,2394406.56000000,2394406.56000000
10.01000000,10.63000000,9.95000000,10.56000000,1685094.79000000,1685094.79000000
9.34000000,10.30000000,9.23000000,10.01000000,2540598.54000000,2540598.54000000
8.74000000,9.36000000,8.60000000,9.34000000,1657161.30000000,1657161.30000000
8.70000000,8.76000000,8.22000000,8.74000000,2943427.87000000,2943427.87000000
9.02000000,9.08000000,8.46000000,8.70000000,2374061.67000000,2374061.67000000
9.14000000,9.22000000,8.86000000,9.02000000,1078797.78000000,1078797.78000000
9.25000000,9.28000000,8.51000000,9.14000000,2009959.34000000,2009959.34000000
9.90000000,9.90000000,9.10000000,9.25000000,1065794.91000000,1065794.91000000
10.11000000,10.39000000,9.44000000,9.90000000,2225077.47000000,2225077.47000000
9.87000000,10.20000000,9.31000000,10.11000000,1515088.98000000,1515088.98000000
10.27000000,10.49000000,9.28000000,9.88000000,1786519.60000000,1786519.60000000
8.40000000,12.09000000,8.32000000,10.26000000,5669664.15000000,5669664.15000000
8.53000000,8.53000000,8.07000000,8.39000000,799703.81000000,799703.81000000
9.21000000,9.21000000,7.56000000,8.53000000,1732675.05000000,1732675.05000000
8.96000000,9.42000000,8.66000000,9.22000000,1003281.49000000,1003281.49000000
10.67000000,11.34000000,7.96000000,8.96000000,3377557.09000000,3377557.09000000
12.59000000,12.75000000,10.36000000,10.68000000,1300287.74600000,1300287.74600000
13.19000000,13.64000000,12.54000000,12.59000000,466380.08000000,466380.08000000
13.57000000,13.82000000,12.86000000,13.18000000,485004.49000000,485004.49000000
13.75000000,13.96000000,13.06000000,13.58000000,509755.19000000,509755.19000000
14.28000000,14.31000000,13.38000000,13.73000000,540679.39000000,540679.39000000
14.52000000,14.92000000,14.11000000,14.29000000,443652.34000000,443652.34000000
14.16000000,14.83000000,14.06000000,14.53000000,450328.63000000,450328.63000000
14.00000000,14.40000000,13.74000000,14.17000000,567575.41000000,567575.41000000
14.77000000,14.80000000,13.94000000,14.00000000,522978.74000000,522978.74000000
14.10000000,15.03000000,14.01000000,14.76000000,539092.95000000,539092.95000000
13.37000000,14.14000000,13.31000000,14.11000000,393629.56000000,393629.56000000
14.12000000,14.41000000,12.86000000,13.36000000,563020.93000000,563020.93000000
13.75000000,14.29000000,13.54000000,14.13000000,374300.55000000,374300.55000000
