open,high,low,close,5. volume,market cap
0.79640000,0.79820000,0.79550000,0.79710000,4623966.00000000,4623966.00000000
0.79360000,0.80070000,0.77620000,0.79650000,222661984.00000000,222661984.00000000
0.79190000,0.80200000,0.78300000,0.79350000,264101320.00000000,264101320.00000000
0.76580000,0.79450000,0.75690000,0.79190000,350641035.00000000,350641035.00000000
0.77470000,0.77680000,0.74130000,0.76570000,243756136.00000000,243756136.00000000
0.76020000,0.77790000,0.74500000,0.77480000,326606464.00000000,326606464.00000000
0.78570000,0.80570000,0.75080000,0.76020000,311279578.00000000,311279578.00000000
0.80280000,0.84900000,0.77830000,0.78570000,589059126.00000000,589059126.00000000
0.73610000,0.81400000,0.72500000,0.80290000,526984782.00000000,526984782.00000000
0.76590000,0.77970000,0.72150000,0.73610000,397777399.00000000,397777399.00000000
0.72080000,0.77500000,0.71990000,0.76580000,397032109.00000000,397032109.00000000
0.71960000,0.73130000,0.71350000,0.72070000,293421937.00000000,293421937.00000000
0.72520000,0.75440000,0.70330000,0.71970000,496135240.00000000,496135240.00000000
0.75390000,0.75890000,0.72110000,0.72510000,304732286.00000000,304732286.00000000
0.71270000,0.76930000,0.70490000,0.75400000,358200609.00000000,358200609.00000000
0.75140000,0.75500000,0.69420000,0.71270000,382831997.00000000,382831997.00000000
0.76880000,0.78970000,0.73360000,0.75150000,339295156.00000000,339295156.00000000
0.78400000,0.78480000,0.75620000,0.76870000,377602100.00000000,377602100.00000000
0.78090000,0.80390000,0.75740000,0.78390000,392126769.00000000,392126769.00000000
0.72160000,0.79380000,0.70750000,0.78090000,444617964.00000000,444617964.00000000
0.75080000,0.76770000,0.70320000,0.72150000,441252224.00000000,441252224.00000000
0.76980000,0.79550000,0.74030000,0.75080000,520451349.00000000,520451349.00000000
0.69620000,0.78070000,0.68260000,0.76990000,557343038.00000000,557343038.00000000
0.69670000,0.72260000,0.62150000,0.69630000,986343826.00000000,986343826.00000000
0.72090000,0.74410000,0.69240000,0.69670000,438023003.00000000,438023003.00000000
0.70180000,0.72660000,0.66860000,0.72090000,597541290.00000000,597541290.00000000
0.77690000,0.80200000,0.69530000,0.70180000,621650777.00000000,621650777.00000000
0.82150000,0.82340000,0.76430000,0.77690000,495454770.00000000,495454770.00000000
0.78410000,0.85470000,0.76960000,0.82150000,492929500.00000000,492929500.00000000
0.76890000,0.80550000,0.75600000,0.78400000,417945743.00000000,417945743.00000000
0.83670000,0.84480000,0.75350000,0.76900000,375190546.00000000,375190546.00000000
0.85140000,0.85320000,0.80860000,0.83660000,252745706.00000000,252745706.00000000
0.80120000,0.85990000,0.79610000,0.85150000,279317316.00000000,279317316.00000000
0.80570000,0.81270000,0.77910000,0.80120000,304006647.00000000,304006647.00000000
0.82230000,0.84760000,0.79200000,0.80570000,351589704.00000000,351589704.00000000
0.75900000,0.85320000,0.74650000,0.82230000,477906804.00000000,477906804.00000000
0.82530000,0.83390000,0.75000000,0.75910000,482432190.00000000,482432190.00000000
0.86990000,0.89750000,0.82100000,0.82530000,495010890.00000000,495010890.00000000
0.87630000,0.91680000,0.84130000,0.86970000,626331950.00000000,626331950.00000000
0.83140000,0.91420000,0.80340000,0.87630000,1048879447.00000000,1048879447.00000000
0.68250000,0.83900000,0.67120000,0.83140000,640917209.00000000,640917209.00000000
0.66560000,0.68800000,0.65890000,0.68250000,157303166.00000000,157303166.00000000
