,time,open,close,high,low,volume
0,1646121600000,43508.0,43495.08001022,43510.0,43482.0,10.03707814
1,1646121660000,43495.0,43495.08001022,43512.0,43490.0,0.6620515100000001
2,1646121720000,43494.0,43499.0,43506.0,43488.0,0.53657694
3,1646121780000,43510.72572245,43515.0,43515.0,43506.95262786,0.10789579999999999
4,1646121840000,43508.0,43539.0,43540.0,43508.0,2.22465171
5,1646121900000,43540.0,43516.0,43540.0,43507.0,0.97906534
6,1646121960000,43517.1570003,43522.0,43526.39841362,43512.0,0.03210177
7,1646122020000,43527.0,43520.0,43531.0,43520.0,0.07575068
8,1646122080000,43519.0,43466.38719413,43519.0,43462.03855503,1.69855998
9,1646122140000,43458.0,43483.0,43483.0,43454.0,0.32299265
10,1646122200000,43478.0,43485.0,43486.0,43472.47528886,0.08771724
11,1646122260000,43471.0,43474.50302506,43480.0,43471.0,0.01576868
12,1646122320000,43481.0,43480.11539023,43484.0,43477.0,0.20460855
13,1646122380000,43485.0,43489.0,43494.0,43482.36033629,1.23356101
14,1646122440000,43485.72775539,43490.73957305,43490.73957305,43477.87044416,0.15909072
15,1646122500000,43492.0,43487.0,43502.0,43486.0,0.68833141
16,1646122560000,43489.0,43488.0,43492.0,43483.0,0.88173112
17,1646122620000,43488.0,43486.0,43488.0,43481.0,0.95231821
18,1646122680000,43494.01509967,43540.0,43540.0,43494.01509967,2.22627679
19,1646122740000,43536.0,43540.0,43544.0,43532.0,0.47653601999999995
20,1646122800000,43538.0,43530.0,43538.0,43530.0,0.69695814
21,1646122860000,43530.0,43540.0,43545.0,43530.0,1.85241669
22,1646122920000,43540.0,43540.0,43718.0,43488.0,59.50520455
23,1646122980000,43505.0,43431.0,43519.0,43381.0,10.05883728
24,1646123040000,43430.07145982,43435.08223342,43444.65509698,43421.0,1.75036506
25,1646123100000,43416.0,43345.0,43416.0,43335.83872741,3.1682688
26,1646123160000,43360.0,43414.0,43416.19851762,43360.0,0.29129423
27,1646123220000,43407.0,43420.0,43430.0,43407.0,0.07012320999999999
28,1646123280000,43428.0,43496.0,43498.05451834,43428.0,1.43637398
29,1646123340000,43498.05451834,43526.0,43536.0,43498.05451834,1.93092819
30,1646123400000,43541.78580639,43477.0,43543.0,43474.0,0.53983725
31,1646123460000,43476.74953185,43426.80005636,43476.74953185,43426.80005636,0.6667758699999999
32,1646123520000,43424.11615907,43468.0,43468.0,43424.11615907,0.04142192
33,1646123580000,43468.0,43455.0,43472.26427154,43449.0,0.43275088
34,1646123640000,43456.56586044,43492.0,43496.93320326,43439.0,0.33524829
35,1646123700000,43486.0,43530.0,43544.0,43486.0,0.19434069
36,1646123760000,43538.0,43544.0,43544.0,43533.0,0.35228491
37,1646123820000,43547.0,43533.0,43548.0,43514.0,0.93755281
38,1646123880000,43541.71106799,43505.81610562,43608.0,43504.0,4.95280329
39,1646123940000,43502.4509529,43513.66812864,43533.85904497,43500.0,1.08665265
40,1646124000000,43518.15499893,43544.0,43544.0,43513.66812864,0.24307045000000002
41,1646124060000,43544.0,43566.38885461,43566.38885461,43544.0,0.32951011
42,1646124120000,43567.51057219,43591.0,43605.89913321,43567.51057219,0.42435116
43,1646124180000,43583.0,43583.0,43585.0,43578.0,0.41544845999999996
44,1646124240000,43573.0,43586.0,43586.0,43573.0,0.01750259
45,1646124300000,43576.0,43583.0,43649.0,43572.0,1.88294173
