,time,open,close,high,low,volume
0,1970-01-01 00:26:17.923200,7212.395985,6989.4,7225.8,6963.0,4849.33844669
1,1970-01-01 00:26:18.009600,6989.4,7371.2,7444.9,6909.3,6681.66874052
2,1970-01-01 00:26:18.096000,7371.1,7369.83176114,7422.0,7297.3,4265.71285464
3,1970-01-01 00:26:18.182400,7370.3,7364.6,7509.9,7315.8,4450.63547483
4,1970-01-01 00:26:18.268800,7363.9,7757.9,7785.0,7358.0,8541.27969512
5,1970-01-01 00:26:18.355200,7759.5,8154.1,8210.3,7741.9,12355.97377472
6,1970-01-01 00:26:18.441600,8158.3,8036.8,8442.0,7877.6,11756.80045611
7,1970-01-01 00:26:18.528000,8036.8,7817.4514653,8036.8,7756.0,4671.29012564
8,1970-01-01 00:26:18.614400,7817.4,8184.5,8185.9,7675.8,7857.9180030200005
9,1970-01-01 00:26:18.700800,8180.3,8013.7,8282.4,7991.8,4254.51762488
10,1970-01-01 00:26:18.787200,8013.63408437,8174.7,8174.7,7951.7,3207.41767775
11,1970-01-01 00:26:18.873600,8174.6670523,8095.8,8199.7,8053.6,2593.23954615
12,1970-01-01 00:26:18.960000,8095.8,8772.6,8829.0,8095.8,16573.65972765
13,1970-01-01 00:26:19.046400,8771.0,8807.7,8873.0,8560.1,8779.11954403
14,1970-01-01 00:26:19.132800,8807.7,8720.6,8839.9,8579.8,5311.58250504
15,1970-01-01 00:26:19.219200,8719.54720583,8875.4,9000.0,8674.2,9692.87415905
16,1970-01-01 00:26:19.305600,8875.5,8891.6,8965.0,8791.12468089,3460.77284892
17,1970-01-01 00:26:19.392000,8891.5,8698.7,9169.5,8450.0,12407.35672898
18,1970-01-01 00:26:19.478400,8698.7,8638.2,8741.1,8519.6,4105.40575415
19,1970-01-01 00:26:19.564800,8638.2,8734.1,8787.17417425,8500.0,3251.16389954
20,1970-01-01 00:26:19.651200,8734.2,8663.9,8799.9,8580.5,2354.22930226
21,1970-01-01 00:26:19.737600,8663.8,8403.56851721,8670.4,8296.0,5703.90855399
22,1970-01-01 00:26:19.824000,8403.56851721,8447.12967307,8523.0,8246.0,3508.74666982
23,1970-01-01 00:26:19.910400,8447.1,8353.7,8447.2,8280.0,2101.66598957
24,1970-01-01 00:26:19.996800,8353.7,8621.5,8631.6,8301.0,3518.08289784
25,1970-01-01 00:26:20.083200,8621.6,8912.0,9001.86207428,8585.0,6276.878829
26,1970-01-01 00:26:20.169600,8912.0570368,9397.0,9414.0,8911.1,9119.89518062
27,1970-01-01 00:26:20.256000,9393.67551447,9300.3,9442.3,9242.2,4603.22515537
28,1970-01-01 00:26:20.342400,9305.2,9512.71161782,9550.0,9122.8,9020.7746299
29,1970-01-01 00:26:20.428800,9512.71161782,9367.4,9519.9,9220.3,4868.45814453
30,1970-01-01 00:26:20.515200,9367.5,9408.0,9476.4,9318.0,2534.89130183
31,1970-01-01 00:26:20.601600,9409.4,9352.2,9501.3,9165.0,6439.08974277
32,1970-01-01 00:26:20.688000,9353.0,9309.3,9628.6,9247.0,6717.98950381
33,1970-01-01 00:26:20.774400,9309.2,9197.4,9359.8,9112.5,4069.49633762
34,1970-01-01 00:26:20.860800,9197.4,9612.0,9731.9,9180.2023255,10769.12701241
35,1970-01-01 00:26:20.947200,9612.1,9744.90010004,9860.0,9547.0,8583.738804
36,1970-01-01 00:26:21.033600,9745.0,9805.2,9860.0,9683.9,3703.84268634
37,1970-01-01 00:26:21.120000,9805.2,9877.2,9920.8,9657.8,5525.97872617
38,1970-01-01 00:26:21.206400,9877.3,10151.0,10165.0,9871.1,9637.91116045
39,1970-01-01 00:26:21.292800,10151.93578445,9851.2,10187.0,9701.0,8521.96836298
40,1970-01-01 00:26:21.379200,9851.7,10247.0,10316.0,9720.0,8425.2741537
41,1970-01-01 00:26:21.465600,10247.0,10338.0,10460.0,10238.0,8707.36085065
42,1970-01-01 00:26:21.552000,10338.0,10222.0,10491.0,10058.0,8976.65463806
43,1970-01-01 00:26:21.638400,10222.82359378,10335.0,10373.0,10101.0,4127.43243172
44,1970-01-01 00:26:21.724800,10335.0,9900.9,10373.0,9800.0,6397.60288513
45,1970-01-01 00:26:21.811200,9901.0,9926.8,10037.0,9651.3,6931.63016385
46,1970-01-01 00:26:21.897600,9925.3,9708.0,9969.2,9501.5,9300.64272414
47,1970-01-01 00:26:21.984000,9712.0,10184.0,10275.0,9625.8,8248.34330105
48,1970-01-01 00:26:22.070400,10184.0,9592.3,10310.0,9290.0,13936.96722914
49,1970-01-01 00:26:22.156800,9590.8,9608.1,9699.9,9359.7,6497.36311172
50,1970-01-01 00:26:22.243200,9609.2,9692.9,9760.3,9566.8,11101.12445238
51,1970-01-01 00:26:22.329600,9692.9,9663.0,9719.0,9565.1,1844.44583851
52,1970-01-01 00:26:22.416000,9663.0,9985.0,10001.0,9660.0,7322.16782784
53,1970-01-01 00:26:22.502400,9985.0,9674.1,10022.0,9441.2,6591.77164856
54,1970-01-01 00:26:22.588800,9674.0,9327.5,9691.9,9251.4,8488.33003873
55,1970-01-01 00:26:22.675200,9327.4,8813.2,9385.9,8652.7,14585.8037278
56,1970-01-01 00:26:22.761600,8807.1,8825.6,8975.0,8555.0,8392.7080767
57,1970-01-01 00:26:22.848000,8825.66115173,8728.0,8908.3,8455.09929552,7079.49848295
58,1970-01-01 00:26:22.934400,8728.0,8561.5,8829.0,8557.3,2496.91014468
