,time,open,close,high,low,volume
351,2020-12-15,586.51,589.64,598.12,579.39,42637.57489955
352,2020-12-16,589.65,636.3,637.45,581.6,177260.10501558
353,2020-12-17,636.45,641.74,674.0,625.82,322841.68872182
354,2020-12-18,642.1,654.19,664.71,628.38,69950.37736583
355,2020-12-19,654.41,657.91,670.68,645.21,70008.60699111
356,2020-12-20,657.91,637.14,660.5,620.4,77629.14375251
357,2020-12-21,637.45472751,607.38630892,647.65,593.62,133732.38834689
358,2020-12-22,607.4,636.19,636.8,586.43,77330.45529567
359,2020-12-23,636.18,584.91,637.19,547.8,154284.65977187
360,2020-12-24,584.47566352,612.67,615.0,565.12,68570.41254702
361,2020-12-25,612.56,627.51,634.6,580.0,98507.02672891
362,2020-12-26,627.524938,635.49916,650.53,615.01,115498.83247847
363,2020-12-27,635.86,684.34,711.0,622.14,261659.6245538
364,2020-12-28,684.06,729.51,747.15,680.96,189245.62448534
365,2020-12-29,729.51,730.17,739.68,689.07,100963.90695916
366,2020-12-30,730.31,752.25,757.67,716.52,89535.51906639
367,2020-12-31,752.54,735.88,755.28,713.42,79273.74628969
368,2021-01-01,736.22,729.46,749.13,716.2,59183.04965185
369,2021-01-02,729.46,774.21,786.36,714.89,137274.81729635
370,2021-01-03,774.82,977.47,1009.4,769.9,528915.27008931
371,2021-01-04,976.32,1042.6,1159.4,860.0,726003.55752062
372,2021-01-05,1041.2,1101.6,1134.1,968.29,378176.06851894
373,2021-01-06,1101.7,1209.4,1213.3,1058.9,965580.52888019
374,2021-01-07,1209.4,1221.6,1290.0,1143.3,284947.69199593
375,2021-01-08,1221.5,1214.2,1274.9,1060.8,252773.77791942
376,2021-01-09,1214.6,1278.9,1306.8,1171.0,181106.45878971
377,2021-01-10,1278.97936399,1256.1,1351.0,1170.0,262352.00474304
378,2021-01-11,1255.9,1087.0,1261.1792218,923.0,775275.46963155
379,2021-01-12,1087.0,1052.3,1150.5,1009.1,275550.90163285
380,2021-01-13,1051.7,1128.1,1135.4,987.44,241858.07539132
381,2021-01-14,1128.1,1229.883808,1245.9,1086.0,250012.52702218
382,2021-01-15,1230.8,1167.7,1255.0,1072.0,244726.69547658
383,2021-01-16,1167.6,1228.9,1295.01193223,1152.1,180684.30666941
384,2021-01-17,1229.0,1235.2,1273.09167,1163.4,151162.05846395
385,2021-01-18,1235.1,1261.0,1263.2,1184.5,115187.69809799
386,2021-01-19,1261.7,1367.38843092,1439.8,1254.4333249,307266.84295807
387,2021-01-20,1365.8,1378.1,1409.3,1234.0,259033.54326935
388,2021-01-21,1378.25462933,1111.8,1389.0,1084.1,457218.56804656
389,2021-01-22,1112.0,1235.9,1276.0,1048.9,442354.27094341
390,2021-01-23,1235.6,1233.5,1275.0,1197.8,109140.57089744
391,2021-01-24,1233.6,1394.5,1400.0,1220.8,313524.44434553
392,2021-01-25,1395.1,1317.9,1480.0,1295.0,317532.47078034
393,2021-01-26,1317.4,1367.5720434,1378.2,1246.9,388127.18649261
394,2021-01-27,1366.9,1240.1,1374.9,1209.0,445028.52391669
395,2021-01-28,1240.2,1328.6,1361.3,1220.5,370296.46895287
396,2021-01-29,1328.77517555,1379.1,1443.0,1286.6,535380.48783862
397,2021-01-30,1379.7,1379.7,1408.3,1325.3,117105.9120716
398,2021-01-31,1379.7,1314.23235939,1381.8,1284.1,117897.89172776
399,2021-02-01,1313.86860839,1375.9,1378.9,1271.0,105346.15205727
400,2021-02-02,1376.3,1515.7,1550.0,1363.4,219566.71435151
401,2021-02-03,1515.9,1663.1,1667.1,1512.4,238855.20357968
402,2021-02-04,1662.5,1595.1,1695.8,1559.0,193733.98893796
403,2021-02-05,1596.2,1717.7,1760.0,1590.8,227509.39638112
404,2021-02-06,1717.5,1676.9,1742.7,1646.6,118751.09961729
405,2021-02-07,1677.0,1611.99918993,1692.7,1486.8,179076.232099
406,2021-02-08,1613.4,1754.8452795,1784.2,1563.4,252219.32161012
407,2021-02-09,1755.0,1771.9,1826.9,1710.638776,202577.27783477
408,2021-02-10,1771.8,1742.1,1838.7,1678.1,179674.48926485
409,2021-02-11,1742.5,1787.7,1821.9,1705.0,92092.08306538
410,2021-02-12,1787.1,1842.4,1865.1,1740.0,123178.15468295
411,2021-02-13,1842.5,1814.80349814,1874.1,1762.07929312,79361.26974407
412,2021-02-14,1816.8,1801.2,1853.3,1781.3,57058.20588445
413,2021-02-15,1801.3,1779.42505123,1837.125887,1649.0,166031.09928872
414,2021-02-16,1778.5,1784.6,1828.3,1725.0,106270.79323662
415,2021-02-17,1783.710981,1848.7,1856.9,1735.3,81646.31865873
