,time,open,close,high,low,volume
0,2020-01-02,41.664,39.551,41.832,39.277,36191.42214357
1,2020-01-03,39.55,42.359,42.58,38.963,50164.31219994
2,2020-01-04,42.424,42.928,43.074,41.97,17448.59155524
3,2020-01-05,42.904,43.34,44.72,42.731,28737.31908483
4,2020-01-06,43.356,45.8,46.157,43.227,51265.45023553
5,2020-01-07,45.8,46.331,46.999,44.537,76142.61483977
6,2020-01-08,46.336,45.288,48.601,43.949,90385.80379719
7,2020-01-09,45.299,44.893,45.733,43.824,30939.15682395
8,2020-01-10,44.773,49.011,49.46,43.78,129141.20665495
9,2020-01-11,49.009,49.284,51.761,47.667,92755.16732736
10,2020-01-12,49.32,51.538,51.651,48.783,62227.43098481
11,2020-01-13,51.48,49.673,51.586,48.87,62165.92628205
12,2020-01-14,49.595,58.105,60.479,49.595,258063.73801867
13,2020-01-15,58.094,58.087,60.174,55.248,101645.51884137
14,2020-01-16,58.119,57.687,58.419,54.662,48850.08378483
15,2020-01-17,57.545,60.803,63.174,56.666,107724.84943389
16,2020-01-18,60.79,59.17,62.327,57.811,75382.22452489
17,2020-01-19,59.263,57.693,62.399,55.14,68512.73198557
18,2020-01-20,57.579,57.089,58.28,55.757,24785.92714359
19,2020-01-21,57.163,57.707,58.084,55.73,23877.81194182
20,2020-01-22,57.66,58.198,59.203,57.143,21431.32007602
21,2020-01-23,58.218,54.485,58.236,52.267,62072.10029598
22,2020-01-24,54.497,54.386,55.439,50.742,60924.99427016
23,2020-01-25,54.37,53.221,54.38,52.19,36383.03114953
24,2020-01-26,53.32,56.317,56.779,52.9,25251.72360122
25,2020-01-27,56.317,58.638,59.648,56.0,45731.25688134
26,2020-01-28,58.563,60.668,61.622,57.421,62405.77426389
27,2020-01-29,60.596,59.768,62.5,59.409,48460.78290778
28,2020-01-30,59.757,67.864,70.0,58.315,124220.90743292
29,2020-01-31,67.849,68.102,70.007,65.497,78321.58329456
30,2020-02-01,68.125,70.889,72.94,67.722,68410.45695905
31,2020-02-02,70.866,70.003,73.7,67.716,104818.44696876
32,2020-02-03,70.0,69.82,73.167,68.523,81544.20235183
33,2020-02-04,69.782,68.11,70.582,66.77,40114.88416617
34,2020-02-05,68.111,72.528,73.519,67.727,66767.52936795
35,2020-02-06,72.542,73.421,75.0,71.044,82960.9242105
